#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BST2	IFITM1	9606.ENSP00000252593	9606.ENSP00000330825	0	0	0	0	0.553	0	0	0.594	0.810
BST2	STAT1	9606.ENSP00000252593	9606.ENSP00000354394	0	0	0	0	0.304	0	0.500	0.507	0.813
BST2	IRF9	9606.ENSP00000252593	9606.ENSP00000380073	0	0	0	0	0.310	0	0.500	0.507	0.815
BST2	IFI35	9606.ENSP00000252593	9606.ENSP00000395590	0	0	0	0	0.687	0	0	0.447	0.819
BST2	ISG15	9606.ENSP00000252593	9606.ENSP00000496832	0	0	0	0	0.537	0	0	0.679	0.845
BST2	TRIM5	9606.ENSP00000252593	9606.ENSP00000369373	0	0	0	0	0.120	0	0	0.842	0.855
BST2	SAMHD1	9606.ENSP00000252593	9606.ENSP00000493536	0	0	0	0	0.092	0	0.500	0.791	0.896
BTN3A2	TRIM21	9606.ENSP00000366937	9606.ENSP00000254436	0	0.296	0	0	0.084	0	0	0.578	0.704
BTN3A2	HLA-F	9606.ENSP00000366937	9606.ENSP00000259951	0	0	0	0	0.308	0	0	0.184	0.411
BTN3A2	NLRC5	9606.ENSP00000366937	9606.ENSP00000262510	0	0	0	0	0.419	0.067	0	0.184	0.519
BTN3A2	PSMB9	9606.ENSP00000366937	9606.ENSP00000363993	0	0	0	0	0.528	0	0	0.482	0.746
BTN3A2	PSMB8	9606.ENSP00000366937	9606.ENSP00000364016	0	0	0	0	0.452	0.050	0	0.160	0.524
BTN3A2	HLA-C	9606.ENSP00000366937	9606.ENSP00000365402	0	0	0	0	0.154	0	0	0.467	0.529
BTN3A2	HLA-E	9606.ENSP00000366937	9606.ENSP00000365817	0	0	0	0	0.263	0	0	0.249	0.423
BTN3A2	HLA-A	9606.ENSP00000366937	9606.ENSP00000379873	0	0	0	0	0.224	0	0	0.463	0.565
BTN3A2	HLA-B	9606.ENSP00000366937	9606.ENSP00000399168	0	0	0	0	0.315	0	0	0.417	0.583
C1R	HLA-A	9606.ENSP00000444271	9606.ENSP00000379873	0	0	0	0	0.136	0	0	0.507	0.556
C1R	CD8A	9606.ENSP00000444271	9606.ENSP00000386559	0	0	0	0	0.055	0	0	0.400	0.408
C1R	HLA-B	9606.ENSP00000444271	9606.ENSP00000399168	0	0	0	0	0.161	0	0	0.435	0.505
C1R	COLEC11	9606.ENSP00000444271	9606.ENSP00000411770	0	0	0	0	0.067	0.046	0.400	0.753	0.850
C1R	LRP2	9606.ENSP00000444271	9606.ENSP00000496870	0	0	0	0	0	0	0	0.526	0.526
CACNA1S	CAV2	9606.ENSP00000355192	9606.ENSP00000222693	0	0	0	0	0	0.047	0	0.667	0.670
CACNA1S	CATSPER3	9606.ENSP00000355192	9606.ENSP00000282611	0	0	0	0.580	0.044	0.152	0.720	0.109	0.770
CACNA1S	PRKACA	9606.ENSP00000355192	9606.ENSP00000309591	0	0	0	0	0.042	0	0.900	0.223	0.919
CACNA1S	CAV1	9606.ENSP00000355192	9606.ENSP00000339191	0	0	0	0	0.111	0.047	0	0.686	0.710
CACNA1S	JPH1	9606.ENSP00000355192	9606.ENSP00000344488	0	0	0	0	0.100	0.312	0	0.691	0.792
CACNA1S	MYH7	9606.ENSP00000355192	9606.ENSP00000347507	0	0	0	0	0.204	0.071	0	0.357	0.483
CACNA1S	TTN	9606.ENSP00000355192	9606.ENSP00000467141	0	0	0	0	0.190	0.045	0	0.347	0.451
CADPS	STX1A	9606.ENSP00000373215	9606.ENSP00000222812	0	0	0	0	0.075	0.094	0	0.360	0.417
CADPS	VAMP2	9606.ENSP00000373215	9606.ENSP00000418572	0	0	0	0	0.124	0.053	0	0.389	0.449
CALHM3	PKD2L1	9606.ENSP00000358798	9606.ENSP00000325296	0	0	0	0	0.055	0	0	0.447	0.455
CARD17	CASP1	9606.ENSP00000364859	9606.ENSP00000433138	0	0	0.046	0.972	0.087	0.626	0.900	0.419	0.977
CARS1	SLC1A4	9606.ENSP00000369897	9606.ENSP00000234256	0	0	0	0	0.061	0	0	0.413	0.425
CARS1	SLC7A11	9606.ENSP00000369897	9606.ENSP00000280612	0.042	0	0	0	0.083	0	0	0.452	0.477
CARS1	TRIT1	9606.ENSP00000369897	9606.ENSP00000321810	0.042	0	0	0	0.054	0	0	0.430	0.438
CARS1	SHMT2	9606.ENSP00000369897	9606.ENSP00000333667	0.111	0	0	0	0.143	0	0	0.338	0.452
CARS1	CTH	9606.ENSP00000369897	9606.ENSP00000359976	0.099	0	0	0	0.064	0	0	0.614	0.646
CARS1	SLC3A2	9606.ENSP00000369897	9606.ENSP00000367123	0	0	0	0	0.126	0	0	0.376	0.431
CARS1	TRIB3	9606.ENSP00000369897	9606.ENSP00000415416	0	0	0	0	0.188	0	0	0.326	0.429
CARS1	CHAC1	9606.ENSP00000369897	9606.ENSP00000484644	0	0	0	0	0.180	0	0	0.360	0.453
CARS1	SQOR	9606.ENSP00000369897	9606.ENSP00000456019	0.057	0	0	0	0.060	0	0	0.446	0.466
CASP1	XBP1	9606.ENSP00000433138	9606.ENSP00000216037	0	0	0	0	0.051	0	0	0.413	0.419
CASP1	RIPK2	9606.ENSP00000433138	9606.ENSP00000220751	0	0	0	0	0.113	0.311	0	0.773	0.849
CASP1	RELB	9606.ENSP00000433138	9606.ENSP00000221452	0	0	0	0	0.146	0.061	0	0.326	0.412
CASP1	EIF2AK2	9606.ENSP00000433138	9606.ENSP00000233057	0	0	0	0	0.210	0	0	0.526	0.610
CASP1	TNFSF10	9606.ENSP00000433138	9606.ENSP00000241261	0	0	0	0	0.358	0	0	0.479	0.651
CASP1	IRF1	9606.ENSP00000433138	9606.ENSP00000245414	0	0	0	0	0.229	0	0	0.731	0.784
CASP1	DHX58	9606.ENSP00000433138	9606.ENSP00000251642	0	0	0	0	0.157	0	0	0.695	0.732
CASP1	TRIM21	9606.ENSP00000433138	9606.ENSP00000254436	0	0	0	0	0.215	0.050	0	0.259	0.400
CASP1	RTP4	9606.ENSP00000433138	9606.ENSP00000259030	0	0	0	0	0.350	0	0	0.137	0.415
CASP1	NLRC5	9606.ENSP00000433138	9606.ENSP00000262510	0	0	0	0	0.218	0	0	0.735	0.784
CASP1	ICAM1	9606.ENSP00000433138	9606.ENSP00000264832	0	0	0	0	0.159	0	0	0.601	0.650
CASP1	IL15	9606.ENSP00000433138	9606.ENSP00000296545	0	0	0	0	0.297	0	0	0.403	0.563
CASP1	TLR3	9606.ENSP00000433138	9606.ENSP00000296795	0	0	0	0	0.186	0.062	0	0.669	0.726
CASP1	CEBPB	9606.ENSP00000433138	9606.ENSP00000305422	0	0	0	0	0.085	0.292	0	0.274	0.488
CASP1	CXCL10	9606.ENSP00000433138	9606.ENSP00000305651	0	0	0	0	0.213	0	0	0.582	0.657
CASP1	FOS	9606.ENSP00000433138	9606.ENSP00000306245	0	0	0	0	0.095	0	0	0.724	0.740
CASP1	CXCL11	9606.ENSP00000433138	9606.ENSP00000306884	0	0	0	0	0.171	0	0	0.320	0.412
CASP1	RNF31	9606.ENSP00000433138	9606.ENSP00000315112	0	0	0	0	0.042	0.292	0	0.265	0.457
CASP1	STAT2	9606.ENSP00000433138	9606.ENSP00000315768	0	0	0	0	0.140	0	0	0.384	0.448
CASP1	SAMD9L	9606.ENSP00000433138	9606.ENSP00000326247	0	0	0	0	0.394	0.076	0	0.081	0.440
CASP1	MX2	9606.ENSP00000433138	9606.ENSP00000333657	0	0	0	0	0.200	0.078	0	0.263	0.410
CASP1	OAS2	9606.ENSP00000433138	9606.ENSP00000342278	0	0	0	0	0.242	0	0	0.249	0.407
CASP1	RBCK1	9606.ENSP00000433138	9606.ENSP00000348632	0	0	0	0	0.062	0.292	0	0.245	0.454
CASP1	STAT1	9606.ENSP00000433138	9606.ENSP00000354394	0	0	0	0	0.301	0	0	0.591	0.702
CASP1	IFI16	9606.ENSP00000433138	9606.ENSP00000357113	0	0	0	0	0.437	0.292	0	0.881	0.948
CASP1	GBP5	9606.ENSP00000433138	9606.ENSP00000359488	0	0	0	0	0.296	0	0	0.425	0.578
CASP1	GBP1	9606.ENSP00000433138	9606.ENSP00000359504	0	0	0	0	0.384	0	0	0.342	0.578
CASP1	JUN	9606.ENSP00000433138	9606.ENSP00000360266	0	0	0	0	0	0	0	0.592	0.592
CASP1	PSMB9	9606.ENSP00000433138	9606.ENSP00000363993	0	0	0	0	0.387	0	0	0.215	0.499
CASP1	PSMB8	9606.ENSP00000433138	9606.ENSP00000364016	0	0	0	0	0.376	0	0	0.206	0.484
CASP1	DDX58	9606.ENSP00000433138	9606.ENSP00000369213	0	0	0	0	0.216	0	0	0.872	0.895
CASP1	TRIM22	9606.ENSP00000433138	9606.ENSP00000369299	0	0	0	0	0.342	0.050	0	0.152	0.424
CASP1	IFNB1	9606.ENSP00000433138	9606.ENSP00000369581	0	0	0	0	0.082	0	0	0.782	0.791
CASP1	JAK2	9606.ENSP00000433138	9606.ENSP00000371067	0	0	0	0	0.226	0.067	0	0.401	0.530
CASP1	CXCL1	9606.ENSP00000433138	9606.ENSP00000379110	0	0	0	0	0.113	0	0	0.543	0.578
CASP1	IRF9	9606.ENSP00000433138	9606.ENSP00000380073	0	0	0	0	0.187	0	0	0.351	0.450
CASP1	IRF7	9606.ENSP00000433138	9606.ENSP00000380697	0	0	0	0	0.179	0	0	0.523	0.592
CASP1	ITGB2	9606.ENSP00000433138	9606.ENSP00000380948	0	0	0	0	0.301	0	0	0.324	0.507
CASP1	MX1	9606.ENSP00000433138	9606.ENSP00000381601	0	0	0	0	0.183	0.078	0	0.416	0.521
CASP1	CD8A	9606.ENSP00000433138	9606.ENSP00000386559	0	0	0	0	0.133	0	0	0.606	0.644
CASP1	OAS1	9606.ENSP00000433138	9606.ENSP00000388001	0	0	0	0	0.242	0	0	0.293	0.441
CASP1	CXCL2	9606.ENSP00000433138	9606.ENSP00000427279	0	0	0	0	0.098	0	0	0.422	0.457
CASP1	SQOR	9606.ENSP00000433138	9606.ENSP00000456019	0	0	0	0	0.393	0	0	0.065	0.408
CASP1	DDIT3	9606.ENSP00000433138	9606.ENSP00000448665	0	0	0	0	0.083	0	0	0.435	0.460
CASP1	TNFAIP3	9606.ENSP00000433138	9606.ENSP00000481570	0	0	0	0	0.185	0.091	0	0.337	0.466
CASP1	ISG15	9606.ENSP00000433138	9606.ENSP00000496832	0	0	0	0	0.221	0.050	0	0.383	0.504
CASP1	CCL5	9606.ENSP00000433138	9606.ENSP00000474412	0	0	0	0	0.233	0	0	0.550	0.640
CASP1	IFIH1	9606.ENSP00000433138	9606.ENSP00000497271	0	0	0	0	0.267	0	0	0.575	0.675
CAV1	CAV2	9606.ENSP00000339191	9606.ENSP00000222693	0	0	0.106	0.852	0.794	0.829	0.900	0.985	0.999
CAV1	CHN2	9606.ENSP00000339191	9606.ENSP00000222792	0	0	0	0	0	0	0	0.402	0.402
CAV1	EGR1	9606.ENSP00000339191	9606.ENSP00000239938	0	0	0	0	0.042	0.043	0	0.565	0.566
CAV1	ICAM1	9606.ENSP00000339191	9606.ENSP00000264832	0	0	0	0	0.074	0	0	0.932	0.934
CAV1	PRKACA	9606.ENSP00000339191	9606.ENSP00000309591	0	0	0	0	0	0.292	0	0.895	0.922
CAV1	SH2D3C	9606.ENSP00000339191	9606.ENSP00000317817	0	0	0	0	0	0.188	0	0.414	0.503
CAV1	WIPF2	9606.ENSP00000339191	9606.ENSP00000320924	0	0	0	0	0	0	0.400	0	0.400
CAV1	IFITM1	9606.ENSP00000339191	9606.ENSP00000330825	0	0	0	0	0.042	0	0	0.801	0.801
CAV1	SIX1	9606.ENSP00000339191	9606.ENSP00000494686	0	0	0	0	0.121	0	0	0.349	0.403
CAV1	GPER1	9606.ENSP00000339191	9606.ENSP00000380281	0	0	0	0	0.059	0	0	0.392	0.403
CAV1	SREBF1	9606.ENSP00000339191	9606.ENSP00000348069	0	0	0	0	0	0	0	0.406	0.406
CAV1	CIDEC	9606.ENSP00000339191	9606.ENSP00000373328	0	0	0	0	0.060	0	0	0.398	0.409
CAV1	SDC1	9606.ENSP00000339191	9606.ENSP00000370542	0	0	0	0	0.124	0	0	0.367	0.422
CAV1	JUN	9606.ENSP00000339191	9606.ENSP00000360266	0	0	0	0	0.045	0	0	0.448	0.451
CAV1	ROR1	9606.ENSP00000339191	9606.ENSP00000360120	0	0	0	0	0.079	0.141	0	0.428	0.508
CAV1	STAT1	9606.ENSP00000339191	9606.ENSP00000354394	0	0	0	0	0	0	0	0.517	0.517
CAV1	MX1	9606.ENSP00000339191	9606.ENSP00000381601	0	0	0	0	0.057	0	0	0.515	0.523
CAV1	PLCG2	9606.ENSP00000339191	9606.ENSP00000482457	0	0	0	0	0	0	0	0.537	0.537
CAV1	IGF2	9606.ENSP00000339191	9606.ENSP00000391826	0	0	0	0	0.086	0	0	0.553	0.573
CAV1	CDC42	9606.ENSP00000339191	9606.ENSP00000497733	0	0	0	0	0.045	0.166	0.400	0.518	0.739
CAV1	JAK2	9606.ENSP00000339191	9606.ENSP00000371067	0	0	0	0	0.051	0.095	0	0.766	0.781
CAV2	JPH1	9606.ENSP00000222693	9606.ENSP00000344488	0	0	0	0	0.104	0	0	0.402	0.441
CAV2	CDC42	9606.ENSP00000222693	9606.ENSP00000497733	0	0	0	0	0	0.045	0	0.447	0.450
CAV2	SIX1	9606.ENSP00000222693	9606.ENSP00000494686	0	0	0	0	0.087	0	0	0.445	0.471
CCKBR	NPTX1	9606.ENSP00000435534	9606.ENSP00000307549	0	0	0	0	0.123	0	0	0.429	0.477
CCKBR	FGR	9606.ENSP00000435534	9606.ENSP00000363117	0	0	0	0	0	0	0	0.550	0.550
CCL5	RELB	9606.ENSP00000474412	9606.ENSP00000221452	0	0	0	0	0.139	0	0	0.405	0.466
CCL5	CD69	9606.ENSP00000474412	9606.ENSP00000228434	0	0	0	0	0.184	0	0	0.585	0.647
CCL5	OAS3	9606.ENSP00000474412	9606.ENSP00000228928	0	0	0	0	0.092	0	0	0.554	0.577
CCL5	EIF2AK2	9606.ENSP00000474412	9606.ENSP00000233057	0	0	0	0	0.072	0	0	0.435	0.453
CCL5	TNFSF10	9606.ENSP00000474412	9606.ENSP00000241261	0	0	0	0	0.167	0	0	0.507	0.571
CCL5	IRF1	9606.ENSP00000474412	9606.ENSP00000245414	0	0	0	0	0.350	0	0	0.598	0.728
CCL5	DHX58	9606.ENSP00000474412	9606.ENSP00000251642	0	0	0	0	0.103	0	0	0.394	0.433
CCL5	OASL	9606.ENSP00000474412	9606.ENSP00000257570	0	0	0	0	0.225	0	0	0.372	0.492
CCL5	HLA-F	9606.ENSP00000474412	9606.ENSP00000259951	0	0	0	0	0.335	0	0	0.189	0.437
CCL5	NLRC5	9606.ENSP00000474412	9606.ENSP00000262510	0	0	0	0	0.200	0	0	0.312	0.426
CCL5	MAP3K8	9606.ENSP00000474412	9606.ENSP00000263056	0	0	0	0	0.086	0	0	0.493	0.516
CCL5	ICAM1	9606.ENSP00000474412	9606.ENSP00000264832	0	0	0	0	0.133	0	0	0.784	0.805
CCL5	CXCL3	9606.ENSP00000474412	9606.ENSP00000296026	0	0	0	0	0.092	0	0.500	0.618	0.811
CCL5	IL15	9606.ENSP00000474412	9606.ENSP00000296545	0	0	0	0	0.137	0	0	0.791	0.812
CCL5	TLR3	9606.ENSP00000474412	9606.ENSP00000296795	0	0	0	0	0.104	0	0	0.796	0.809
CCL5	JUNB	9606.ENSP00000474412	9606.ENSP00000303315	0	0	0	0	0.057	0	0	0.460	0.469
CCL5	CEBPB	9606.ENSP00000474412	9606.ENSP00000305422	0	0	0	0	0.059	0	0	0.395	0.406
CCL5	CXCL10	9606.ENSP00000474412	9606.ENSP00000305651	0	0	0	0	0.362	0.994	0.500	0.950	0.999
CCL5	FOS	9606.ENSP00000474412	9606.ENSP00000306245	0	0	0	0	0.044	0	0	0.599	0.600
CCL5	ISG20	9606.ENSP00000474412	9606.ENSP00000306565	0	0	0	0	0.221	0	0	0.368	0.486
CCL5	CXCL11	9606.ENSP00000474412	9606.ENSP00000306884	0	0	0	0	0.355	0.994	0.500	0.885	0.999
CCL5	STAT2	9606.ENSP00000474412	9606.ENSP00000315768	0	0	0	0	0.070	0	0	0.446	0.462
CCL5	FGF8	9606.ENSP00000474412	9606.ENSP00000321797	0	0	0	0	0	0	0	0.507	0.507
CCL5	IFNL1	9606.ENSP00000474412	9606.ENSP00000329991	0	0	0	0	0.137	0	0	0.510	0.559
CCL5	IFITM1	9606.ENSP00000474412	9606.ENSP00000330825	0	0	0	0	0.144	0	0	0.348	0.418
CCL5	CCR10	9606.ENSP00000474412	9606.ENSP00000332504	0	0	0	0	0.051	0	0.650	0.735	0.904
CCL5	MX2	9606.ENSP00000474412	9606.ENSP00000333657	0	0	0	0	0.201	0	0	0.596	0.664
CCL5	IL21R	9606.ENSP00000474412	9606.ENSP00000338010	0	0	0	0	0.148	0	0	0.485	0.542
CCL5	OAS2	9606.ENSP00000474412	9606.ENSP00000342278	0	0	0	0	0.156	0	0	0.639	0.682
CCL5	COL18A1	9606.ENSP00000474412	9606.ENSP00000352798	0	0	0	0	0	0	0	0.526	0.526
CCL5	STAT1	9606.ENSP00000474412	9606.ENSP00000354394	0	0	0	0	0.206	0	0	0.779	0.817
CCL5	GBP5	9606.ENSP00000474412	9606.ENSP00000359488	0	0	0	0	0.333	0	0	0.304	0.516
CCL5	GBP1	9606.ENSP00000474412	9606.ENSP00000359504	0	0	0	0	0.236	0	0	0.321	0.459
CCL5	IFI44	9606.ENSP00000474412	9606.ENSP00000359783	0	0	0	0	0.127	0.096	0	0.350	0.442
CCL5	JUN	9606.ENSP00000474412	9606.ENSP00000360266	0	0	0	0	0.048	0	0.900	0.547	0.953
CCL5	IFIT1	9606.ENSP00000474412	9606.ENSP00000360869	0	0	0	0	0.117	0	0	0.726	0.748
CCL5	IFIT3	9606.ENSP00000474412	9606.ENSP00000360876	0	0	0	0	0.174	0	0	0.473	0.547
CCL5	TRAF1	9606.ENSP00000474412	9606.ENSP00000362994	0	0	0	0	0.245	0	0	0.307	0.454
CCL5	PSMB9	9606.ENSP00000474412	9606.ENSP00000363993	0	0	0	0	0.274	0	0	0.272	0.449
CCL5	PSMB8	9606.ENSP00000474412	9606.ENSP00000364016	0	0	0	0	0.270	0	0	0.256	0.434
CCL5	HLA-E	9606.ENSP00000474412	9606.ENSP00000365817	0	0	0	0	0.292	0	0	0.417	0.569
CCL5	HLA-G	9606.ENSP00000474412	9606.ENSP00000366024	0	0	0	0	0.157	0	0	0.351	0.429
CCL5	GATA3	9606.ENSP00000474412	9606.ENSP00000368632	0	0	0	0	0.065	0.422	0	0.459	0.682
CCL5	DDX58	9606.ENSP00000474412	9606.ENSP00000369213	0	0	0	0	0.127	0	0	0.750	0.772
CCL5	IFNB1	9606.ENSP00000474412	9606.ENSP00000369581	0	0	0	0	0.079	0	0	0.770	0.780
CCL5	SDC1	9606.ENSP00000474412	9606.ENSP00000370542	0	0	0	0	0	0.292	0	0.605	0.708
CCL5	JAK2	9606.ENSP00000474412	9606.ENSP00000371067	0	0	0	0	0.092	0	0	0.477	0.505
CCL5	RSAD2	9606.ENSP00000474412	9606.ENSP00000371471	0	0	0	0	0.194	0	0	0.475	0.559
CCL5	CXCL1	9606.ENSP00000474412	9606.ENSP00000379110	0	0	0	0	0.087	0	0.500	0.915	0.958
CCL5	HLA-A	9606.ENSP00000474412	9606.ENSP00000379873	0	0	0	0	0.221	0	0	0.365	0.484
CCL5	IRF9	9606.ENSP00000474412	9606.ENSP00000380073	0	0	0	0	0.170	0	0	0.395	0.476
CCL5	IRF7	9606.ENSP00000474412	9606.ENSP00000380697	0	0	0	0	0.198	0	0	0.745	0.786
CCL5	ITGB2	9606.ENSP00000474412	9606.ENSP00000380948	0	0	0	0	0.238	0	0	0.682	0.747
CCL5	MX1	9606.ENSP00000474412	9606.ENSP00000381601	0	0	0	0	0.222	0	0	0.583	0.662
CCL5	IFITM3	9606.ENSP00000474412	9606.ENSP00000382707	0	0	0	0	0.090	0	0	0.377	0.409
CCL5	CD8A	9606.ENSP00000474412	9606.ENSP00000386559	0	0	0	0	0.692	0	0	0.874	0.959
CCL5	OAS1	9606.ENSP00000474412	9606.ENSP00000388001	0	0	0	0	0.143	0	0	0.639	0.677
CCL5	HLA-B	9606.ENSP00000474412	9606.ENSP00000399168	0	0	0	0	0.256	0	0	0.351	0.496
CCL5	CXCL2	9606.ENSP00000474412	9606.ENSP00000427279	0	0	0	0	0.097	0.994	0.500	0.830	0.999
CCL5	IL32	9606.ENSP00000474412	9606.ENSP00000431775	0	0	0	0	0.260	0	0	0.659	0.736
CCL5	CDC42	9606.ENSP00000474412	9606.ENSP00000497733	0	0	0	0	0.087	0	0	0.421	0.449
CCL5	SOCS1	9606.ENSP00000474412	9606.ENSP00000496577	0	0	0	0	0.064	0	0	0.451	0.464
CCL5	TNFRSF9	9606.ENSP00000474412	9606.ENSP00000478699	0	0	0	0	0.127	0	0	0.450	0.499
CCL5	TNFAIP3	9606.ENSP00000474412	9606.ENSP00000481570	0	0	0	0	0.214	0	0	0.394	0.503
CCL5	IFIT2	9606.ENSP00000474412	9606.ENSP00000490935	0	0	0	0	0.167	0	0	0.664	0.708
CCL5	IFIH1	9606.ENSP00000474412	9606.ENSP00000497271	0	0	0	0	0.159	0	0	0.732	0.765
CCL5	ISG15	9606.ENSP00000474412	9606.ENSP00000496832	0	0	0	0	0.158	0	0	0.736	0.768
CCNA2	KIF22	9606.ENSP00000481380	9606.ENSP00000160827	0	0	0	0	0.643	0.091	0	0.251	0.735
CCNA2	PSME2	9606.ENSP00000481380	9606.ENSP00000216802	0	0	0	0	0.060	0	0.400	0.156	0.482
CCNA2	EIF2AK2	9606.ENSP00000481380	9606.ENSP00000233057	0	0	0	0	0.056	0.402	0	0.181	0.497
CCNA2	H3-3B	9606.ENSP00000481380	9606.ENSP00000254810	0	0	0	0	0.131	0	0	0.631	0.666
CCNA2	CCNE1	9606.ENSP00000481380	9606.ENSP00000262643	0	0	0	0.641	0.344	0.176	0.400	0.737	0.903
CCNA2	FOS	9606.ENSP00000481380	9606.ENSP00000306245	0	0	0	0	0.095	0	0	0.506	0.533
CCNA2	NFYA	9606.ENSP00000481380	9606.ENSP00000345702	0	0	0	0	0.092	0.292	0	0.327	0.530
CCNA2	UBE2C	9606.ENSP00000481380	9606.ENSP00000348838	0	0	0	0	0.926	0.081	0.500	0.858	0.994
CCNA2	SERTAD1	9606.ENSP00000481380	9606.ENSP00000350633	0	0	0	0	0	0.078	0	0.641	0.654
CCNA2	JUN	9606.ENSP00000481380	9606.ENSP00000360266	0	0	0	0	0	0	0	0.553	0.553
CCNA2	YBX1	9606.ENSP00000481380	9606.ENSP00000361626	0	0	0	0	0.119	0	0	0.364	0.416
CCNA2	PSMB9	9606.ENSP00000481380	9606.ENSP00000363993	0	0	0	0	0.064	0	0.400	0.112	0.458
CCNA2	PSMB8	9606.ENSP00000481380	9606.ENSP00000364016	0	0	0	0	0.064	0	0.400	0.103	0.452
CCNA2	PSME1	9606.ENSP00000481380	9606.ENSP00000372155	0	0	0	0	0.054	0	0.400	0.063	0.421
CCNA2	NSD2	9606.ENSP00000481380	9606.ENSP00000372351	0	0	0	0	0.270	0	0.500	0.169	0.670
CCNA2	H2BC3	9606.ENSP00000481380	9606.ENSP00000482674	0	0	0	0	0.044	0	0.500	0.292	0.632
CCNA2	SAMHD1	9606.ENSP00000481380	9606.ENSP00000493536	0	0	0	0	0.047	0.785	0	0.602	0.911
CCNE1	PSME2	9606.ENSP00000262643	9606.ENSP00000216802	0	0	0	0	0	0	0.400	0.059	0.411
CCNE1	H3-3B	9606.ENSP00000262643	9606.ENSP00000254810	0	0	0	0	0.055	0	0	0.392	0.401
CCNE1	PSME1	9606.ENSP00000262643	9606.ENSP00000372155	0	0	0	0	0	0	0.400	0	0.400
CCNE1	FBXO6	9606.ENSP00000262643	9606.ENSP00000365944	0	0	0	0	0	0	0.400	0	0.400
CCNE1	UBE2C	9606.ENSP00000262643	9606.ENSP00000348838	0	0	0	0	0.191	0	0	0.297	0.408
CCNE1	PSMB8	9606.ENSP00000262643	9606.ENSP00000364016	0	0	0	0	0	0	0.400	0.063	0.413
CCNE1	PSMB9	9606.ENSP00000262643	9606.ENSP00000363993	0	0	0	0	0	0	0.400	0.088	0.429
CCNE1	JUN	9606.ENSP00000262643	9606.ENSP00000360266	0	0	0	0	0	0	0	0.433	0.433
CCNE1	JAK2	9606.ENSP00000262643	9606.ENSP00000371067	0	0	0	0	0.062	0.092	0	0.552	0.585
CCNL1	CDK20	9606.ENSP00000295926	9606.ENSP00000322343	0	0	0	0	0	0	0	0.419	0.419
CCNL1	CLK1	9606.ENSP00000295926	9606.ENSP00000394734	0	0	0	0	0.535	0	0	0.110	0.568
CCR10	CXCL3	9606.ENSP00000332504	9606.ENSP00000296026	0	0	0	0	0.055	0	0.650	0.246	0.729
CCR10	CXCL10	9606.ENSP00000332504	9606.ENSP00000305651	0	0	0	0	0	0	0.650	0.621	0.861
CCR10	CXCL11	9606.ENSP00000332504	9606.ENSP00000306884	0	0	0	0	0	0	0.650	0.373	0.771
CCR10	CD8A	9606.ENSP00000332504	9606.ENSP00000386559	0	0	0	0	0	0	0	0.668	0.668
CCR10	JAK2	9606.ENSP00000332504	9606.ENSP00000371067	0	0	0	0	0	0	0.650	0.113	0.676
CCR10	CXCL2	9606.ENSP00000332504	9606.ENSP00000427279	0	0	0	0	0.055	0	0.650	0.279	0.740
CCR10	CXCL1	9606.ENSP00000332504	9606.ENSP00000379110	0	0	0	0	0.055	0	0.650	0.505	0.822
CD69	CEACAM1	9606.ENSP00000228434	9606.ENSP00000161559	0	0	0	0	0.065	0.048	0	0.412	0.431
CD69	HLA-C	9606.ENSP00000228434	9606.ENSP00000365402	0	0	0	0	0.083	0.052	0	0.366	0.400
CD69	FOSB	9606.ENSP00000228434	9606.ENSP00000245919	0	0	0	0	0.257	0	0	0.230	0.404
CD69	HLA-B	9606.ENSP00000228434	9606.ENSP00000399168	0	0	0	0	0.100	0.052	0	0.366	0.411
CD69	TNFRSF14	9606.ENSP00000228434	9606.ENSP00000347948	0	0	0	0	0.162	0	0	0.326	0.411
CD69	FOS	9606.ENSP00000228434	9606.ENSP00000306245	0	0	0	0	0.162	0	0	0.332	0.416
CD69	ULBP1	9606.ENSP00000228434	9606.ENSP00000229708	0	0	0	0	0	0.071	0	0.398	0.417
CD69	TMEM190	9606.ENSP00000228434	9606.ENSP00000291934	0	0	0	0	0	0.421	0	0	0.420
CD69	CXCL1	9606.ENSP00000228434	9606.ENSP00000379110	0	0	0	0	0.117	0	0	0.373	0.422
CD69	CXCL2	9606.ENSP00000228434	9606.ENSP00000427279	0	0	0	0	0.180	0	0	0.336	0.432
CD69	CXCL11	9606.ENSP00000228434	9606.ENSP00000306884	0	0	0	0	0.124	0	0	0.380	0.433
CD69	JUN	9606.ENSP00000228434	9606.ENSP00000360266	0	0	0	0	0.150	0	0	0.370	0.442
CD69	IRF1	9606.ENSP00000228434	9606.ENSP00000245414	0	0	0	0	0.187	0.068	0	0.343	0.459
CD69	IL21R	9606.ENSP00000228434	9606.ENSP00000338010	0	0	0	0	0.163	0	0	0.402	0.478
CD69	IFNB1	9606.ENSP00000228434	9606.ENSP00000369581	0	0	0	0	0.056	0	0	0.479	0.487
CD69	TLR3	9606.ENSP00000228434	9606.ENSP00000296795	0	0	0	0	0.069	0.045	0	0.475	0.493
CD69	HLA-A	9606.ENSP00000228434	9606.ENSP00000379873	0	0	0	0	0.080	0.052	0	0.476	0.503
